SocialSecurityNumberValue|StatusID
241-83-6628|1
787-65-0648|1
924-13-9647|1
003-63-0200|1
937-89-0516|1
612-81-2656|1
323-33-3712|1
640-62-4845|1
423-58-3667|1
743-49-5403|1
461-42-1992|1
769-83-5005|1
851-18-5747|1
825-96-4530|1
327-04-6088|1
343-87-0823|1
647-27-3434|1
455-60-3145|1
468-60-2128|1
179-37-0729|1
698-18-6383|1
425-54-2098|1
820-17-0594|1
551-76-6400|1
691-50-3649|1
918-32-5894|1
875-08-7070|1
285-10-2210|1
197-01-8204|1
884-30-2375|1
288-67-8095|1
502-13-7789|1
814-90-4903|1
399-52-7057|1
023-10-5095|1
703-76-1038|1
949-55-2875|1
623-30-2844|1
366-41-0849|1
417-23-5355|1
389-93-8681|1
822-27-0885|1
830-19-3710|1
586-11-4110|1
099-48-5588|1
002-26-0008|1
711-49-2422|1
716-93-7507|1
950-66-3701|1
525-14-7131|1
694-40-6748|1
954-01-5856|1
837-20-8322|1
421-87-5749|1
733-37-4466|1
876-52-8261|1
725-37-1520|1
085-70-7340|1
294-67-0009|1
118-87-5993|1
718-31-0530|1
658-89-7061|1
736-15-4669|1
973-17-0607|1
169-29-6205|1
667-98-5715|1
304-08-1399|1
544-80-7714|1
561-61-6915|1
940-66-3369|1
585-72-3290|1
233-70-5678|1
522-08-4718|1
740-14-3800|1
359-75-2009|1
092-91-4154|1
114-62-6890|1
429-81-7984|1
459-18-5056|1
282-10-2819|1
015-79-4829|1
130-39-4437|1
731-93-5877|1
053-15-9087|1
100-56-9331|1
760-19-0472|1
571-47-6944|1
276-82-0353|1
648-16-9066|1
531-77-5284|1
063-24-9784|1
190-72-3450|1
897-23-3640|1
757-36-9799|1
827-07-4809|1
780-33-2497|1
865-70-9895|1
459-71-6268|1
587-74-9679|1
448-48-2331|1
537-20-1621|1
060-99-9048|1
930-91-8378|1
588-86-9556|1
683-81-1102|1
714-45-7666|1
554-86-8257|1
657-66-0740|1
539-60-5294|1
352-60-9872|1
377-45-7469|1
131-22-1586|1
818-77-0702|1
576-85-4197|1
412-28-8368|1
034-77-8975|1
517-87-2902|1
202-89-6146|1
408-88-5357|1
089-52-3869|1
376-58-3076|1
850-21-4133|1
209-55-5932|1
951-89-6800|1
696-97-0176|1
406-25-3884|1
237-50-8283|1
632-83-7292|1
697-18-5562|1
133-72-3403|1
623-73-2479|1
683-20-2714|1
113-56-0659|1
424-82-2232|1
305-56-9765|1
610-50-9147|1
597-01-6349|1
148-85-0158|1
559-74-7436|1
578-16-0355|1
857-08-8288|1
253-33-1667|1
432-02-7779|1
746-30-6838|1
323-81-6794|1
605-33-2701|1
752-09-6708|1
641-53-7220|1
705-48-8788|1
232-13-4570|1
528-53-4078|1
031-57-7490|1
394-06-2362|1
810-18-4916|1
137-85-7076|1
951-82-0375|1
336-95-4160|1
474-82-0666|1
365-22-5410|1
107-55-8532|1
288-20-8886|1
321-22-7601|1
276-29-2471|1
930-21-2762|1
034-94-9088|1
180-50-6843|1
015-75-6507|1
841-89-1712|1
041-06-7079|1
341-66-3509|1
208-29-5038|1
383-52-9780|1
603-81-6324|1
947-67-5327|1
790-41-7426|1
140-44-8830|1
158-19-7110|1
856-10-7933|1
203-45-3043|1
717-28-1642|1
053-93-6264|1
896-72-9232|1
772-65-4206|1
930-58-6887|1
052-07-0792|1
118-06-4898|1
429-90-6147|1
825-19-4804|1
640-35-1952|1
710-18-0757|1
674-88-5360|1
468-89-7404|1
906-89-6836|1
819-37-7884|1
462-23-6090|1
023-80-0255|1
714-09-3954|1
814-29-3787|1
549-23-7513|1
146-26-3710|1
728-07-4708|1
345-26-6909|1
153-58-1716|1
339-21-1570|1
806-61-5338|1
826-36-9564|1
871-62-5466|1
170-99-0958|1
680-86-5964|1
158-91-6680|1
989-76-6377|1
313-10-3056|1
318-12-9699|1
918-87-2211|1
853-38-8727|1
239-01-6798|1
845-72-8648|1
795-28-6389|1
824-56-0656|1
375-66-3980|1
095-99-6650|1
504-35-4516|1
519-49-5179|1
228-51-2451|1
986-95-7477|1
326-32-6209|1
223-44-8508|1
916-31-1954|1
803-20-4854|1
998-49-5329|1
240-94-4527|1
572-82-8743|1
556-35-0258|1
421-72-5147|1
162-62-2148|1
620-81-3215|1
891-50-2425|1
445-16-2230|1
547-18-6830|1
470-70-1555|1
966-52-0056|1
984-98-5660|1
792-42-1297|1
873-77-9656|1
595-80-7225|1
336-75-6956|1
980-19-3859|1
164-11-9891|1
291-79-7905|1
230-03-6457|1
192-09-6500|1
870-46-1988|1
509-18-6285|1
649-82-3938|1
192-02-7296|1
277-85-3502|1
500-21-4233|1
987-49-5168|1
769-80-4129|1
017-69-1930|1
775-56-3898|1
484-68-6828|1
316-72-3470|1
524-82-5775|1
068-33-3561|1
992-97-0898|1
260-02-9456|1
440-73-8136|1
223-21-5975|1
134-10-6525|1
786-49-4825|1
436-87-2648|1
005-71-3358|1
047-96-1249|1
004-97-3843|1
845-92-1572|1
161-77-8303|1
323-75-6810|1
248-34-8333|1
576-26-4781|1
086-19-6240|1
694-74-3340|1
095-63-4584|1
092-98-2640|1
754-22-0523|1
820-44-7527|1
429-38-2837|1
440-97-3234|1
822-46-7359|1
801-19-5382|1
432-43-4464|1
857-96-7788|1
501-31-2387|1
051-75-2886|1
699-07-7893|1
566-57-5442|1
629-43-8981|1
081-15-8850|1
195-64-2101|1
301-87-2753|1
598-30-4436|1
920-66-5602|1
817-89-2511|1
274-32-1282|1
514-38-6258|1
995-74-9029|1
534-26-8934|1
192-18-7615|1
640-35-2812|1
561-66-3167|1
569-20-4366|1
963-45-4572|1
845-78-4097|1
229-75-6730|1
293-36-1067|1
770-57-7677|1
259-20-9033|1
307-76-6165|1
382-41-1208|1
682-28-3090|1
279-26-2329|1
934-70-1197|1
691-55-9267|1
169-15-9630|1
493-31-5070|1
221-89-8175|1
655-87-7842|1
514-30-4641|1
413-26-4338|1
820-58-0460|1
337-17-4983|1
101-95-4926|1
440-36-6505|1
986-08-0161|1
841-09-0492|1
940-81-4615|1
110-16-5077|1
303-03-4101|1
525-76-9540|1
769-52-4431|1
686-87-9690|1
880-83-9870|1
465-39-3549|1
015-78-5399|1
167-67-7916|1
768-67-2116|1
415-47-4479|1
972-71-4201|1
538-04-1358|1
089-58-1848|1
539-67-8375|1
208-30-2070|1
048-96-2586|1
063-48-4211|1
107-10-3811|1
967-14-3593|1
618-75-0929|1
742-36-0481|1
995-71-1609|1
549-34-7987|1
851-38-8166|1
170-48-1090|1
702-96-3668|1
585-72-7123|1
953-35-9976|1
027-86-6156|1
039-57-8972|1
776-47-8194|1
092-79-3175|1
789-22-5875|1
047-50-6178|1
460-21-0990|1
604-93-6191|1
272-27-1766|1
992-04-0354|1
381-79-0010|1
051-96-8478|1
545-51-7719|1
901-08-9068|1
997-08-6798|1
791-91-7473|1
779-54-2230|1
095-49-1421|1
898-42-9292|1
996-76-3052|1
720-78-4359|1
784-71-0067|1
317-74-2440|1
740-50-9882|1
846-56-1360|1
192-61-8583|1
939-48-3523|1
429-22-4953|1
812-29-2962|1
859-16-5461|1
918-55-7430|1
467-18-2910|1
471-22-3668|1
673-48-1739|1
503-04-0377|1
235-25-9349|1
007-70-8149|1
071-06-2863|1
952-29-5706|1
940-97-4254|1
710-46-5875|1
698-82-9520|1
246-38-3774|1
845-72-3942|1
491-27-0057|1
179-92-1738|1
458-58-0374|1
361-85-4450|1
731-84-4917|1
457-51-8894|1
720-53-2415|1
941-96-0175|1
586-80-2183|1
086-98-8696|1
558-16-9853|1
421-58-7908|1
281-77-3656|1
397-48-3939|1
388-35-6047|1
143-96-9736|1
460-79-8650|1
488-13-1910|1
153-55-3037|1
988-59-1205|1
955-37-5884|1
168-80-6918|1
460-31-2681|1
701-18-7396|1
524-33-0473|1
847-55-6134|1
413-44-8387|1
245-62-2008|1
005-07-0364|1
794-27-0295|1
487-29-1822|1
245-44-1110|1
805-22-5456|1
913-68-6563|1
705-76-6126|1
126-96-8012|1
144-31-9966|1
690-57-1483|1
282-71-7468|1
388-17-7340|1
655-66-0424|1
239-22-8835|1
557-28-8822|1
936-05-3332|1
068-50-7610|1
183-54-8658|1
588-88-1055|1
235-65-9628|1
033-79-7170|1
034-96-7303|1
364-42-0571|1
811-26-0175|1
614-47-5456|1
729-57-6854|1
919-21-2631|1
663-62-0758|1
387-10-1718|1
881-80-2842|1
628-42-0148|1
080-21-4169|1
167-52-3153|1
152-57-6243|1
276-26-2423|1
743-57-0723|1
320-86-3110|1
420-32-4432|1
700-37-1743|1
641-65-8641|1
558-48-6182|1
773-19-8371|1
003-53-2610|1
129-56-0446|1
370-76-6352|1
639-39-3665|1
833-64-5309|1
100-56-9405|1
973-21-1044|1
571-38-8365|1
243-52-8768|1
451-59-0891|1
007-50-0730|1
405-74-0340|1
811-19-2964|1
267-05-5488|1
808-07-9820|1
808-80-0030|1
333-46-9222|1
678-80-9747|1
732-43-1547|1
425-88-0375|1
168-91-1740|1
546-63-8840|1
294-43-9028|1
497-29-3695|1
644-70-1584|1
555-76-3189|1
854-44-7173|1
874-12-1343|1
167-33-7037|1
099-67-3097|1
879-39-3053|1
259-10-1311|1
375-26-4283|1
098-51-3796|1
101-83-1708|1
553-04-0928|1
816-18-6675|1
835-57-4514|1
320-30-8010|1
040-38-3043|1
181-20-7557|1
593-62-9015|1
065-39-6081|1
028-18-5019|1
890-75-9203|1
338-77-2818|1
963-61-2949|1
611-28-4953|1
642-05-8168|1
854-93-8048|1
330-34-8822|1
124-91-3191|1
624-51-2186|1
269-49-6482|1
485-79-9965|1
166-94-8134|1
531-98-5201|1
519-08-7654|1
010-57-9134|1
261-95-5741|1
085-21-4464|1
803-70-8454|1
620-76-8387|1
601-71-2667|1
064-69-1254|1
646-13-4928|1
499-48-0984|1
004-32-9564|1
285-81-2591|1
117-12-3486|1
406-36-5562|1
644-19-2784|1
202-68-0918|1
151-55-1786|1
974-93-2686|1
254-46-3818|1
640-36-4428|1
421-76-4743|1
476-09-8873|1
490-52-8866|1
586-50-6522|1
490-20-3504|1
710-42-5099|1
847-45-4451|1
401-35-9305|1
919-03-3933|1
688-04-3546|1
877-48-7516|1
905-98-6017|1
082-17-1031|1
391-71-1629|1
205-56-0432|1
526-48-7339|1
918-54-0373|1
872-79-9180|1
997-02-4140|1
544-56-0528|1
494-80-4872|1
532-71-0260|1
900-58-2109|1
748-63-2503|1
407-46-7329|1
283-20-7830|1
887-39-5441|1
659-77-4883|1
317-01-6837|1
833-90-9652|1
188-54-6126|1
051-89-9098|1
675-67-8557|1
018-62-9001|1
523-17-9145|1
787-47-3370|1
185-71-8237|1
631-65-1625|1
509-83-0323|1
998-22-7035|1
342-07-6762|1
246-56-0904|1
637-36-5591|1
823-61-5229|1
927-87-7676|1
644-14-6004|1
574-53-5403|1
347-65-1929|1
142-56-8818|1
450-54-0622|1
877-68-4583|1
152-67-5590|1
224-28-6085|1
824-15-1087|1
778-36-1087|1
301-70-7862|1
395-86-6986|1
432-43-6844|1
164-99-4182|1
483-11-0042|1
209-19-8146|1
497-94-9298|1
065-77-1952|1
209-42-8586|1
991-75-3808|1
432-57-2867|1
085-84-8530|1
096-06-6772|1
364-45-2517|1
774-98-6795|1
141-74-1735|1
604-61-9618|1
294-28-4164|1
179-24-9285|1
591-19-4446|1
840-44-6754|1
304-73-4267|1
132-40-2633|1
151-12-1324|1
138-14-4997|1
678-29-7862|1
516-07-6794|1
685-39-1342|1
419-14-2878|1
870-90-6046|1
924-50-8689|1
233-52-0060|1
576-47-2573|1
253-01-3416|1
910-45-5026|1
829-16-1478|1
916-50-9454|1
143-08-1184|1
765-16-0524|1
541-88-5940|1
139-26-4937|1
659-23-6083|1
264-90-6097|1
494-11-8205|1
529-27-0588|1
338-77-9343|1
631-59-9810|1
140-95-4047|1
659-78-4293|1
750-47-3689|1
953-04-5855|1
663-12-7479|1
848-25-2267|1
894-57-2517|1
538-42-3989|1
125-61-8124|1
060-43-3796|1
118-91-2954|1
613-99-3078|1
089-99-4444|1
179-51-4374|1
241-54-0667|1
235-86-1491|1
311-49-5237|1
707-74-0232|1
729-60-5306|1
006-53-1689|1
617-69-0401|1
989-83-1256|1
290-05-1149|1
440-76-2517|1
782-71-0535|1
814-30-8827|1
332-89-7478|1
663-75-9374|1
856-41-1722|1
272-88-3970|1
777-09-4656|1
276-56-8217|1
397-25-7045|1
941-94-8151|1
035-87-7309|1
272-92-0223|1
969-91-3048|1
648-67-6441|1
421-95-9422|1
103-14-4253|1
953-02-1669|1
718-66-6759|1
786-51-1530|1
232-42-0459|1
179-39-9451|1
932-63-8781|1
207-58-4848|1
150-30-9685|1
093-13-4094|1
821-85-6087|1
879-30-1180|1
279-98-9269|1
648-32-2078|1
055-49-4188|1
869-74-4980|1
259-47-2827|1
699-49-3242|1
065-89-5496|1
940-80-7155|1
199-62-5335|1
267-96-6521|1
544-35-1223|1
927-90-4033|1
019-29-3131|1
670-16-0979|1
067-28-5645|1
471-83-6598|1
127-13-3661|1
285-81-3987|1
568-34-1844|1
212-45-6904|1
674-79-5215|1
766-33-3857|1
376-33-5705|1
879-68-2042|1
012-39-7445|1
452-87-5228|1
151-73-7924|1
873-14-8419|1
286-26-5369|1
723-36-5603|1
219-80-8342|1
623-99-3631|1
576-30-9557|1
179-10-5022|1
090-25-4418|1
162-28-4215|1
654-12-4643|1
661-06-7221|1
898-80-6487|1
679-48-0652|1
848-65-9716|1
011-66-8740|1
370-39-3979|1
382-87-5749|1
567-97-6331|1
290-78-8924|1
400-13-9864|1
116-07-2429|1
096-56-7462|1
113-72-1953|1
714-89-8189|1
890-33-4426|1
531-08-5868|1
568-79-8849|1
024-28-2412|1
889-10-0884|1
089-61-0164|1
756-28-3565|1
079-73-5827|1
728-91-1032|1
128-26-6636|1
203-67-9786|1
756-67-6420|1
191-76-7053|1
306-83-3320|1
102-10-7967|1
002-21-4628|1
658-03-1171|1
179-95-6173|1
463-81-5966|1
860-80-1648|1
484-44-5344|1
222-82-6056|1
263-14-4181|1
446-89-8480|1
311-45-4471|1
025-97-6417|1
786-72-7075|1
640-47-2347|1
546-03-7091|1
361-30-8644|1
046-33-9577|1
540-82-3925|1
797-88-2707|1
191-74-0734|1
045-21-1246|1
269-86-5074|1
171-44-8349|1
954-08-0750|1
457-84-9698|1
300-67-7974|1
896-90-8397|1
554-40-5680|1
890-77-6287|1
055-23-0969|1
371-59-9877|1
634-59-2586|1
110-28-1557|1
202-19-8555|1
030-09-2566|1
882-09-9787|1
423-50-2055|1
473-30-8379|1
234-49-8105|1
556-38-0975|1
878-12-2111|1
738-58-4791|1
088-82-2475|1
711-19-3973|1
642-69-7102|1
984-52-3105|1
312-01-6872|1
650-63-7290|1
891-89-3005|1
150-40-1047|1
448-55-8987|1
059-32-0754|1
644-29-5065|1
777-79-2602|1
731-71-3083|1
808-83-5996|1
128-25-9670|1
500-25-3712|1
410-23-4838|1
482-84-6862|1
179-93-4224|1
143-27-6360|1
499-58-3718|1
635-34-2326|1
804-53-2121|1
427-91-9204|1
421-09-0662|1
701-03-1513|1
138-94-3084|1
528-65-0945|1
591-17-4447|1
820-60-8580|1
837-59-4482|1
672-31-2481|1
228-49-9097|1
734-69-7112|1
159-98-3098|1
563-07-7635|1
620-48-9153|1
271-01-3153|1
328-97-9354|1
278-05-1772|1
788-98-9350|1
354-59-3306|1
472-75-7735|1
818-47-5294|1
242-40-2518|1
597-37-6648|1
784-03-1013|1
681-20-1211|1
942-57-5830|1
133-35-3387|1
313-95-4494|1
732-94-7125|1
776-80-3940|1
979-10-3127|1
990-80-0049|1
386-03-6020|1
064-73-6025|1
271-49-0152|1
076-11-7833|1
814-41-0227|1
747-34-4040|1
435-51-5225|1
080-51-4567|1
539-82-5635|1
271-80-9370|1
788-69-3984|1
117-56-5370|1
981-07-6141|1
736-05-4577|1
434-66-8398|1
929-96-3936|1
371-23-7519|1
908-55-2965|1
482-31-5206|1
146-52-9094|1
039-99-6874|1
079-29-4156|1
385-70-8546|1
486-76-2699|1
790-70-4635|1
065-64-8523|1
617-61-8587|1
170-90-5736|1
185-88-1360|1
102-63-2507|1
017-83-5450|1
705-70-0421|1
770-36-3694|1
424-54-2646|1
539-88-4653|1
482-12-8565|1
833-42-6603|1
668-53-9143|1
051-87-1004|1
114-89-4073|1
280-29-0639|1
604-47-9307|1
725-09-0015|1
422-30-2895|1
483-20-0657|1
594-63-0138|1
109-70-7612|1
280-27-2165|1
590-35-3072|1
631-65-8281|1
941-66-4631|1
962-15-2612|1
201-93-4166|1
535-75-0336|1
855-41-1230|1
371-19-3360|1
848-46-2381|1
087-01-1901|1
646-01-0143|1
847-02-1211|1
623-10-4312|1
174-48-6379|1
826-52-0480|1
804-39-6960|1
597-57-9458|1
727-43-8573|1
094-22-1630|1
971-78-1975|1
590-85-6511|1
273-32-1444|1
247-35-9213|1
296-91-6630|1
602-68-9317|1
485-54-6642|1
288-05-0631|1
542-49-4318|1
244-91-5760|1
157-75-7941|1
958-65-3121|1
234-58-6248|1
986-55-2051|1
903-56-0401|1
774-30-6627|1
283-13-7425|1
925-61-6750|1
499-68-7378|1
135-05-3655|1
220-03-3975|1
568-09-5994|1
128-34-2587|1
351-37-0985|1
307-50-9910|1
459-39-4866|1
023-76-1879|1
769-96-7932|1
833-23-1454|1
119-46-9691|1
574-10-5353|1
260-76-5245|1
807-34-4675|1
441-65-9642|1
404-93-7564|1
644-62-1104|1
684-04-2986|1
251-12-2806|1
178-45-0675|1
604-73-8587|1
454-01-8781|1
290-77-2696|1
563-05-7306|1
467-65-0494|1
020-58-1200|1
224-37-0296|1
037-19-6126|1
036-44-4196|1
670-32-9877|1
255-09-3172|1
457-21-6001|1
609-98-6393|1
086-12-1552|1
487-09-5711|1
380-22-3881|1
249-23-5291|1
161-95-0852|1
038-57-5456|1
246-42-5730|1
459-62-4536|1
282-31-9658|1
414-01-4483|1
449-41-5957|1
481-14-2506|1
874-55-1086|1
042-65-2178|1
032-42-0910|1
459-10-1278|1
232-42-6357|1
055-36-5676|1
067-63-4956|1
701-21-7723|1
605-96-2077|1
939-80-8217|1
933-68-8163|1
834-17-0176|1
437-21-7636|1
355-43-1976|1
363-82-2143|1
838-18-5907|1
812-40-0477|1
029-42-5102|1
755-18-3450|1
336-44-6892|1
011-10-6214|1
270-52-4143|1
312-40-2554|1
618-62-1582|1
804-71-2003|1
298-34-3817|1
558-76-7847|1
617-13-4053|1
774-90-2655|1
306-08-9909|1
672-10-7683|1
075-35-3356|1
576-10-2982|1
800-53-7841|1
336-20-7770|1
889-23-7034|1
310-46-8337|1
963-78-6690|1
904-39-9643|1
216-50-6199|1
149-01-3179|1
265-94-5169|1
390-73-3659|1
864-72-2457|1
084-76-2407|1
001-28-9329|1
628-88-6811|1
562-99-6224|1
158-71-3226|1
100-17-9518|1
371-36-5980|1
678-65-5212|1
466-08-2488|1
260-50-4946|1
338-45-7352|1
588-88-0202|1
428-90-1117|1
032-59-6108|1
938-59-0093|1
695-11-2364|1
195-29-5597|1
414-49-3618|1
647-41-1069|1
719-53-2106|1
684-37-3849|1
187-23-5508|1
887-57-8294|1
303-67-2660|1
840-34-7722|1
987-74-0644|1
512-77-9637|1
013-07-2091|1
934-92-9518|1
374-94-4745|1
913-71-3696|1
901-35-2199|1
226-75-3624|1
458-81-5382|1
407-89-6196|1
294-57-1536|1
589-66-6658|1
043-21-7635|1
247-67-3021|1
176-25-3011|1
599-51-6285|1
355-39-9620|1
896-93-9927|1
552-76-9871|1
702-06-9626|1
426-60-1740|1
589-64-3495|1
798-78-2802|1
808-87-5013|1
606-65-6753|1
917-05-5006|1
062-86-2945|1
909-06-5029|1
657-40-6348|1
161-04-8990|1
679-34-1540|1
801-82-0664|1
129-59-6106|1
951-80-7299|1
349-55-5183|1
461-29-2849|1
318-63-7111|1
487-64-1942|1
668-52-5534|1
671-93-2437|1
715-64-7467|1
381-13-5302|1
348-80-8329|1
609-79-4638|1
890-11-0588|1
564-56-5057|1
984-20-1071|1
350-84-4025|1
188-20-6999|1
959-14-3053|1
513-46-6545|1
367-24-1633|1
983-96-4163|1
988-12-4852|1
452-71-8451|1
248-60-5309|1
136-11-9547|1
048-68-7350|1
137-37-7940|1
344-20-9378|1
830-39-6723|1
528-10-3325|1
809-52-8730|1
895-58-5941|1
090-99-0834|1
622-89-1351|1
557-94-5955|1
169-82-0292|1
351-47-7706|1
919-23-8720|1
369-64-7738|1
479-16-7258|1
813-92-6125|1
513-44-0737|1
658-24-5222|1
361-95-6899|1
652-51-4668|1
659-78-2529|1
342-66-5633|1
643-18-6307|1
562-89-2927|1
001-53-9423|1
820-61-8388|1
358-81-9737|1
523-05-5024|1
522-51-5843|1
507-98-5069|1
081-27-7156|1
405-71-8523|1
521-14-4963|1
163-17-7472|1
981-95-5482|1
781-66-7137|1
580-54-3474|1
851-30-7057|1
493-14-7419|1
750-82-1503|1
979-14-1872|1
124-48-6221|1
577-59-8159|1
090-30-4748|1
343-20-6394|1
227-54-0942|1
954-74-8542|1
870-92-4495|1
160-23-9737|1
010-91-5739|1
111-77-3157|1
346-19-0334|1
560-85-4694|1
926-21-0612|1
897-49-2411|1
872-51-0990|1
067-27-5956|1
648-79-0796|1
296-11-2093|1
737-96-2517|1
648-57-6837|1
242-97-5288|1
159-99-0117|1
606-66-6828|1
625-03-5369|1
793-97-4372|1
209-29-7211|1
874-94-6456|1
978-46-9743|1
236-05-0750|1
824-82-8937|1
218-28-6369|1
378-65-5102|1
712-71-5120|1
088-46-6000|1
912-03-7679|1
543-50-1358|1
772-53-6773|1
531-77-6233|1
039-27-5170|1
554-92-9466|1
936-78-8442|1
789-41-7505|1
900-42-3171|1
926-50-5734|1
209-78-4835|1
046-07-4395|1
207-69-5469|1
939-06-2929|1
217-69-5040|1
014-34-3919|1
993-16-7906|1
565-15-6782|1
755-13-6162|1
018-64-0874|1
818-84-0333|1
104-32-9861|1
140-99-1982|1
078-35-2296|1
400-99-7301|1
551-57-7197|1
247-88-0763|1
925-93-3382|1
783-64-6370|1
805-29-9419|1
823-19-0507|1
460-12-2068|1
260-12-3657|1
518-87-3468|1
194-91-8098|1
561-17-1529|1
948-21-5510|1
896-77-7564|1
012-89-9115|1
695-32-6776|1
349-34-7027|1
256-26-1591|1
179-94-8770|1
523-29-4600|1
354-73-0126|1
729-73-0181|1
528-22-4783|1
484-85-0854|1
391-92-4181|1
294-45-2272|1
295-56-7915|1
688-17-5392|1
644-93-6614|1
651-38-2253|1
276-43-9127|1
091-54-0423|1
744-28-1621|1
893-17-0993|1
200-86-4774|1
617-86-3275|1
741-88-4919|1
650-23-7271|1
668-66-5599|1
473-09-7937|1
357-87-8396|1
253-21-4325|1
173-30-3844|1
376-55-1668|1
066-40-3980|1
692-49-3037|1
062-03-0726|1
334-91-4974|1
733-62-1966|1
186-42-8763|1
482-27-1963|1
369-54-2890|1
260-94-6568|1
045-45-5651|1
943-37-3344|1
325-58-8264|1
329-97-1775|1
256-41-0587|1
721-03-9677|1
342-52-5821|1
236-98-8775|1
508-89-2799|1
970-69-8649|1
109-43-5423|1
647-02-5821|1
507-39-5448|1
163-41-0413|1
370-85-4462|1
699-23-8589|1
138-65-5141|1
321-91-4266|1
075-81-4576|1
687-44-4716|1
055-36-8880|1
961-22-5436|1
635-61-3947|1
477-22-6318|1
423-18-1117|1
541-86-1307|1
431-81-6672|1
421-83-0496|1
351-78-5152|1
116-57-2078|1
125-82-9557|1
074-11-0535|1
154-41-6362|1
902-07-6169|1
464-66-4335|1
882-89-7383|1
315-53-9434|1
327-26-6259|1
804-63-5217|1
838-61-4326|1
029-52-0373|1
187-35-3938|1
676-35-0706|1
059-39-4569|1
494-53-7453|1
051-95-1719|1
616-47-8892|1
777-80-0383|1
265-79-5637|1
330-27-4749|1
532-32-7980|1
204-87-5442|1
580-28-3091|1
040-21-5487|1
668-26-1462|1
487-83-7275|1
880-75-6769|1
350-23-1422|1
543-25-7189|1
998-92-5543|1
830-35-0810|1
596-53-0731|1
659-29-6543|1
201-47-6793|1
862-58-2623|1
341-11-5438|1
892-77-9651|1
836-45-5146|1
798-19-0922|1
656-66-6229|1
825-58-3547|1
754-21-8600|1
468-08-7303|1
074-82-5417|1
074-68-2836|1
997-49-6461|1
880-21-1422|1
175-11-1449|1
589-99-8968|1
566-79-3446|1
980-01-6305|1
032-38-8898|1
325-11-3669|1
402-87-0372|1
813-82-9498|1
424-76-7699|1
231-80-6949|1
446-77-4574|1
481-65-4740|1
210-17-2156|1
963-90-2744|1
386-10-8249|1
911-05-3037|1
394-67-3789|1
279-48-3302|1
105-36-2878|1
195-17-2310|1
127-34-9973|1
650-53-2269|1
173-55-7255|1
416-12-9425|1
152-44-9712|1
763-43-7267|1
125-51-7213|1
466-83-1274|1
316-17-2984|1
128-38-2887|1
186-02-9999|1
984-83-5660|1
277-73-5574|1
598-74-4911|1
578-97-5582|1
436-13-0385|1
359-34-9338|1
561-07-6532|1
510-66-4981|1
870-34-3681|1
928-05-1748|1
437-23-1001|1
942-17-6030|1
405-49-6918|1
170-53-7744|1
230-88-8594|1
569-88-0391|1
260-77-0338|1
355-62-9446|1
347-48-1754|1
068-41-4023|1
190-67-6920|1
317-14-7481|1
458-49-9610|1
436-95-8563|1
242-39-5432|1
878-28-7726|1
639-30-4540|1
329-67-2777|1
141-09-6047|1
156-59-6918|1
428-34-0788|1
290-98-8573|1
083-91-7467|1
112-11-3859|1
078-82-8146|1
178-12-2332|1
401-47-1955|1
403-43-1062|1
948-86-0010|1
414-18-0595|1
144-30-8979|1
269-01-6164|1
777-95-4118|1
686-79-3657|1
026-53-1899|1
069-25-8442|1
463-96-9690|1
372-75-1279|1
496-03-9081|1
972-34-1197|1
856-67-7383|1
687-96-8083|1
488-81-8164|1
198-40-1605|1
821-71-6716|1
829-38-9016|1
916-88-6093|1
157-95-2119|1
091-77-5487|1
770-77-9831|1
708-80-6111|1
292-83-1283|1
627-34-5596|1
382-58-4422|1
028-27-5638|1
808-55-0387|1
456-66-6479|1
007-06-4613|1
510-70-7168|1
526-60-1961|1
260-72-0361|1
833-49-5947|1
549-53-8857|1
543-21-0383|1
342-53-2998|1
167-13-6864|1
648-28-2218|1
510-32-1062|1
335-70-7488|1
150-78-1302|1
411-10-7418|1
364-13-8623|1
406-20-7749|1
969-26-0209|1
153-91-4643|1
610-66-5214|1
162-34-5704|1
031-87-3149|1
974-75-4041|1
930-50-7881|1
846-40-7475|1
755-14-1016|1
297-97-4129|1
437-76-9346|1
911-68-0226|1
201-36-4008|1
642-72-0375|1
228-98-4384|1
560-38-2224|1
427-39-3723|1
458-48-6963|1
986-13-8597|1
273-40-7809|1
363-32-6857|1
109-72-5823|1
636-12-1994|1
293-77-3924|1
004-29-7725|1
750-62-4112|1
309-20-7510|1
879-87-5893|1
041-97-2849|1
239-92-5558|1
163-92-9600|1
620-28-4122|1
352-12-2642|1
856-92-2621|1
023-14-6159|1
979-46-1881|1
923-24-5048|1
449-96-2012|1
030-48-4439|1
097-07-7449|1
298-40-1944|1
643-13-8456|1
432-38-0091|1
360-40-4994|1
147-45-2721|1
489-85-7348|1
973-07-5242|1
097-32-6884|1
052-71-9635|1
759-59-7954|1
968-26-0512|1
519-56-5264|1
068-38-0051|1
770-55-0715|1
179-56-8372|1
006-30-5111|1
929-54-6275|1
709-13-0072|1
221-20-0831|1
506-59-4153|1
882-67-7934|1
214-39-1436|1
448-63-8944|1
745-42-4767|1
730-21-5131|1
453-91-7508|1
851-05-4126|1
453-83-0491|1
168-26-1324|1
044-30-3579|1
443-56-7869|1
590-88-8741|1
278-96-1717|1
694-56-6739|1
616-19-1197|1
151-97-9198|1
494-77-2829|1
332-65-5468|1
003-43-8437|1
744-05-1326|1
012-41-3291|1
536-30-8595|1
